geometry,X,Y,School_Type,School_Name,Postal_Town
,144.94185,-37.6703,Primary,Dallas Brooks Community Primary School,Dallas
,142.21515,-36.71138,Primary,Horsham Primary School,Horsham
,144.60961,-37.89556,Primary,Wyndham Vale Primary School,Wyndham Vale
,145.02559,-37.64485,Primary,Epping Primary School,Epping
,145.11937,-37.59755,Pri/Sec,Hazel Glen College,Doreen
,145.32734,-38.0816,Primary,Tulliallan Primary School,Narre Warren South
,144.9309,-37.66206,Primary,Coolaroo South Primary School,Dallas
,144.33818,-38.30456,Primary,Torquay Coast Primary School,Torquay
,144.54286,-37.66636,Primary,Arnolds Creek Primary School,Melton West
,145.31981,-38.10893,Primary,Wilandra Rise Primary School,Clyde North
,144.9535,-37.82935,Primary,South Melbourne Primary School,Southbank
,145.23902,-38.11498,Primary,Barton Primary School,Cranbourne West
,145.4428,-38.07754,Primary,John Henry Primary School,Officer
,144.9627,-37.84054,Primary,South Melbourne Park Primary School,Albert Park
,145.41966,-38.07195,Primary,Bridgewood Primary School,Officer
,144.36731,-38.23261,Primary,Armstrong Creek School,Armstrong Creek
,144.10997,-38.45737,Primary,Aireys Inlet Primary School,Aireys Inlet
,144.90556,-37.60171,Primary,Aitken Hill Primary School,Craigieburn
,146.40764,-38.23167,Primary,Morwell Central Primary School,Morwell
,145.12728,-37.61564,Primary,Ashley Park Primary School,Doreen
,145.29841,-38.12014,Primary,Casey Fields Primary School,Cranbourne East
,144.32848,-38.22492,Primary,Mirripoa Primary School,Mount Duneed
,145.16132,-38.00951,Primary,Keysborough Gardens Primary School,Keysborough
,144.94055,-37.81271,Primary,Docklands Primary School,Docklands
,144.72505,-37.82878,Primary,Garrang Wilam Primary School,Truganina
,144.66623,-37.7238,Primary,Aintree Primary School,Aintree
,144.99775,-37.53707,Primary,Donnybrook Primary School,Donnybrook
,144.69701,-37.72176,Primary,Deanside Primary School,Deanside
,144.90909,-37.52861,Primary,Gaayip-Yagila Primary School,Mickleham
,144.62651,-37.87627,Primary,Riverbend Primary School,Wyndham Vale
,145.33828,-38.11488,Primary,Ramlegh Park Primary School,Clyde North
,144.58976,-37.71662,Primary,Strathtulloh Primary School,Strathtulloh
,144.95825,-37.53243,Primary,Gilgai Plains Primary School,Kalkallo
,144.99354,-37.59795,Primary,Barrawang Primary School,Wollert
,144.6081,-37.50394,Primary,Willowbank Primary School,Gisborne
,145.33155,-38.12299,Primary,Clyde Creek Primary School,Clyde
,145.02711,-37.61133,Primary,Wollert Primary School,Wollert
,145.25017,-38.09481,Primary,Quarters Primary School,Cranbourne West
,144.58403,-37.86679,Primary,Ngarri Primary School,Manor Lakes
,144.61342,-37.91097,Primary,Lollypop Creek Primary School,Werribee
,145.40499,-38.07026,Primary,Kurrun Primary School,Officer
,144.62601,-37.71533,Primary,Thornhill Park Primary School,Thornhill Park
,144.64577,-37.85261,Primary,Karwan Primary School,Tarneit
,144.68496,-37.82571,Primary,Nearnung Primary School,Tarneit
,143.50332,-38.2419,Primary,Alvie Primary School,ALVIE
,143.66051,-38.75352,Pri/Sec,Apollo Bay P-12 College,APOLLO BAY
,146.97947,-37.87959,Primary,Boisdale Consolidated School,BOISDALE
,145.6511,-35.92511,Primary,Cobram Primary School,COBRAM
,144.21342,-35.80632,Primary,Cohuna Consolidated School,COHUNA
,144.9905,-37.80298,Pri/Sec,Collingwood College,ABBOTSFORD
,142.34037,-37.63898,Primary,Dunkeld Consolidated School,DUNKELD
,144.14145,-36.37222,Pri/Sec,East Loddon P-12 College,DINGEE
,146.202,-38.65734,Primary,Foster Primary School,FOSTER
,141.48354,-36.71579,Pri/Sec,Goroke P-12 College,GOROKE
,141.61292,-38.12752,Primary,Heywood Consolidated School,HEYWOOD
,147.03877,-36.25105,Primary,Kiewa Valley Primary School,TANGAMBALANGA
,143.38305,-38.68184,Pri/Sec,Lavers Hill K-12 College,LAVERS HILL
,144.53664,-36.26577,Primary,Lockington Consolidated School,LOCKINGTON
,142.88488,-35.05623,Pri/Sec,Manangatang P-12 College,MANANGATANG
,142.92139,-38.24628,Pri/Sec,Terang College,TERANG
,141.54831,-37.70637,Primary,Merino Consolidated School,MERINO
,145.0144,-36.58332,Pri/Sec,Rushworth P-12 College,RUSHWORTH
,145.07222,-37.72475,Pri/Sec,Macleod College,MACLEOD
,145.46466,-38.06537,Primary,Pakenham Consolidated School,PAKENHAM
,145.7697,-38.34248,Primary,Poowong Consolidated School,POOWONG
,142.22822,-38.38662,Primary,Port Fairy Consolidated School,PORT FAIRY
,144.99527,-38.36668,Primary,Red Hill Consolidated School,RED HILL
,145.34944,-37.86824,Pri/Sec,Sherbrooke Community School,SASSAFRAS
,144.95652,-36.25215,Primary,Tongala Primary School,TONGALA
,141.59384,-34.39041,Pri/Sec,Werrimull P-12 School,WERRIMULL
,143.14544,-38.23973,Pri/Sec,Camperdown College,CAMPERDOWN
,142.97589,-38.48406,Pri/Sec,Timboon P-12 School,TIMBOON
,145.0257,-37.76204,Pri/Sec,Virtual School Victoria,THORNBURY
,143.61877,-36.41702,Pri/Sec,Wedderburn College,WEDDERBURN
,145.02583,-37.76195,Pri/Sec,Victorian School Of Languages,THORNBURY
,145.14663,-38.17412,Secondary,Mount Erin Secondary College,FRANKSTON SOUTH
,145.11191,-37.80924,Secondary,Box Hill Senior Secondary College,MONT ALBERT NORTH
,145.00507,-37.60949,Secondary,Edgars Creek Secondary College,Wollert
,144.89025,-37.59829,Secondary,Elevation Secondary College,Craigieburn
,145.33886,-38.12955,Secondary,Clyde Secondary College,Clyde
,143.06361,-38.32404,Secondary,Cobden Technical School,COBDEN
,145.27103,-38.07539,Secondary,Lyndhurst Secondary College,CRANBOURNE
,144.15185,-37.33467,Secondary,Daylesford Secondary College,DAYLESFORD
,145.01358,-38.34264,Secondary,Dromana Secondary College,DROMANA
,144.32744,-38.2104,Secondary,Grovedale College,GROVEDALE
,142.1647,-34.23233,Secondary,Irymple Secondary College,IRYMPLE
,144.23367,-36.78865,Secondary,Crusoe 7-10 Secondary College,KANGAROO FLAT
,145.01316,-37.66691,Secondary,Peter Lalor Secondary College,EPPING
,145.34141,-37.74582,Secondary,Lilydale Heights College,Lilydale
,144.56869,-37.70836,Secondary,Staughton College,MELTON SOUTH
,142.14798,-34.19573,Secondary,Chaffey Secondary College,MILDURA
,145.0598,-37.92736,Secondary,Bentleigh Secondary College,BENTLEIGH EAST
,143.87667,-37.60796,Secondary,Mount Clear College,BALLARAT
,144.88618,-37.74668,Secondary,Rosehill Secondary College,NIDDRIE
,145.02537,-37.74007,Secondary,Northern College of the Arts and Technology,NORTHLAND
,145.04082,-37.82314,Secondary,Swinburne Senior Secondary College,HAWTHORN
,144.96477,-37.82823,Secondary,Victorian College Of The Arts Secondary School,SOUTHBANK
,142.45892,-38.35871,Secondary,Brauer Secondary College,Warrnambool
,144.65385,-37.88893,Secondary,Wyndham Central Secondary College,WERRIBEE
,144.29798,-36.73893,Secondary,Weeroona College Bendigo,BENDIGO
,145.12018,-37.51505,Secondary,Whittlesea Secondary College,WHITTLESEA
,145.70148,-37.19449,Secondary,Alexandra Secondary College,ALEXANDRA
,145.04507,-37.83988,Secondary,Auburn High School,Hawthorn East
,143.81821,-37.55452,Secondary,Ballarat High School,LAKE GARDENS
,145.07677,-37.79786,Secondary,Balwyn High School,BALWYN NORTH
,145.262,-37.83903,Secondary,Bayswater Secondary College,BAYSWATER
,143.38249,-37.43884,Secondary,Beaufort Secondary College,Beaufort
,145.03408,-37.9784,Secondary,Beaumaris Secondary College,Beaumaris
,146.69076,-36.34722,Secondary,Beechworth Secondary College,Beechworth
,144.33056,-38.17565,Secondary,Belmont High School,BELMONT
,144.27928,-36.7553,Secondary,Bendigo Senior Secondary College,BENDIGO
,145.36544,-38.0314,Secondary,Berwick Secondary College,BERWICK
,145.14989,-37.81037,Secondary,Blackburn High School,BLACKBURN
,147.22537,-36.80408,Pri/Sec,Outdoor School,BOGONG
,145.13721,-37.82,Secondary,Box Hill High School,BOX HILL
,144.84754,-37.77826,Secondary,Braybrook College,BRAYBROOK
,145.16634,-37.89951,Secondary,Brentwood Secondary College,GLEN WAVERLEY
,145.01912,-37.92016,Secondary,Brighton Secondary College,BRIGHTON EAST
,145.04003,-37.20438,Secondary,Broadford Secondary College,BROADFORD
,144.89775,-37.74712,Secondary,Buckley Park College,ESSENDON
,145.07282,-37.83015,Secondary,Camberwell High School,CANTERBURY
,145.0691,-37.82029,Secondary,Canterbury Girls Secondary College,CANTERBURY
,141.38749,-37.5888,Secondary,Casterton Secondary College,CASTERTON
,145.06868,-37.95376,Secondary,Cheltenham Secondary College,MOORABBIN
,145.65412,-35.9136,Secondary,Cobram Secondary College,COBRAM
,144.22642,-35.8135,Secondary,Cohuna Secondary College,COHUNA
,145.28614,-38.10759,Secondary,Cranbourne Secondary College,CRANBOURNE
,145.24651,-38.10672,Secondary,Cranbourne West Secondary College,Cranbourne West
,145.28126,-37.78935,Secondary,Croydon Community School,Croydon
,144.93324,-37.78215,Secondary,Mount Alexander 7-12 College,FLEMINGTON
,142.03441,-36.44984,Secondary,Dimboola Memorial Secondary College,DIMBOOLA
,145.15856,-37.78213,Secondary,East Doncaster Secondary College,DONCASTER EAST
,142.97396,-36.37078,Secondary,Donald High School,DONALD
,145.13805,-37.78458,Secondary,Doncaster Secondary College,DONCASTER
,145.85098,-38.14466,Secondary,Drouin Secondary College,DROUIN
,144.26163,-36.72006,Secondary,Eaglehawk Secondary College,EAGLEHAWK
,145.14172,-37.72444,Secondary,Eltham High School,ELTHAM
,144.9852,-37.88232,Secondary,Elwood College,ELWOOD
,145.03343,-37.644,Secondary,Epping Secondary College,EPPING
,145.5648,-36.7582,Secondary,Euroa Secondary College,EUROA
,145.25904,-37.87321,Secondary,Fairhills High School,FERNTREE GULLY
,144.29759,-36.77579,Secondary,Bendigo South East 7-10 Secondary College,Strathdale
,144.93204,-37.83201,Secondary,Port Melbourne Secondary College,Port Melbourne
,144.89376,-37.79104,Secondary,Footscray High School,Footscray
,146.19741,-38.65174,Secondary,Foster Secondary College,FOSTER
,145.12895,-38.16219,Secondary,Frankston High School,FRANKSTON
,144.37373,-38.15303,Secondary,Geelong High School,EAST GEELONG
,144.34079,-38.10996,Secondary,North Geelong Secondary College,NORTH GEELONG
,144.58477,-37.49811,Secondary,Gisborne Secondary College,GISBORNE
,144.89,-37.68977,Secondary,Gladstone Park Secondary College,GLADSTONE PARK
,145.06198,-37.7075,Secondary,Bundoora Secondary College,BUNDOORA
,145.4154,-36.37207,Secondary,Greater Shepparton Secondary College,Shepparton
,145.17638,-38.30817,Secondary,Western Port Secondary College,HASTINGS
,145.53081,-37.64359,Secondary,Healesville High School,HEALESVILLE
,141.6205,-38.12927,Secondary,Heywood District Secondary College,HEYWOOD
,145.17682,-37.86541,Secondary,Highvale Secondary College,GLEN WAVERLEY
,143.9138,-35.72565,Secondary,Kerang Technical High School,KERANG
,144.92558,-37.78791,Secondary,Kensington Community High School,FLEMINGTON
,145.06336,-37.79555,Secondary,Kew High School,KEW EAST
,145.11756,-37.80219,Secondary,Koonung Secondary College,MONT ALBERT NORTH
,145.49578,-38.19709,Secondary,Koo Wee Rup Secondary College,KOO WEE RUP
,145.8039,-38.44387,Secondary,Korumburra Secondary College,KORUMBURRA
,145.05621,-36.31748,Pri/Sec,Kyabram P-12 College,KYABRAM
,144.45817,-37.25133,Secondary,Kyneton High School,KYNETON
,145.03062,-37.67266,Secondary,Lalor Secondary College,LALOR
,145.03412,-37.66077,Secondary,Lalor North Secondary College,EPPING
,145.34392,-37.7607,Secondary,Lilydale High School,LILYDALE
,143.97389,-38.53918,Pri/Sec,Lorne P-12 College,Lorne P-12 College
,145.20671,-37.95876,Secondary,Lyndale Secondary College,DANDENONG NORTH
,145.00226,-37.81648,Secondary,Lynall Hall Community School,RICHMOND
,146.98242,-37.96489,Secondary,Maffra Secondary College,MAFFRA
,146.08856,-37.06268,Secondary,Mansfield Secondary College,MANSFIELD
,144.88823,-37.77931,Secondary,Maribyrnong Secondary College,MARIBYRNONG
,144.35321,-38.14959,Secondary,Matthew Flinders Girls Secondary College,GEELONG
,144.99531,-37.83683,Secondary,Melbourne High School,SOUTH YARRA
,144.56822,-37.68175,Secondary,Melton Secondary College,MELTON
,145.0535,-37.98018,Secondary,Mentone Girls Secondary College,MENTONE
,144.90194,-37.52738,Secondary,Mickleham Secondary College,Mickleham
,142.14539,-34.198,Secondary,Mildura Senior College,MILDURA
,146.14882,-38.40018,Secondary,Mirboo North Secondary College,MIRBOO NORTH
,145.42781,-37.88318,Secondary,Monbulk College,MONBULK
,145.11361,-37.71408,Secondary,Montmorency Secondary College,MONTMORENCY
,145.31423,-37.77508,Secondary,Mooroolbark College,MOOROOLBARK
,145.09268,-38.01224,Secondary,Mordialloc College,MORDIALLOC
,147.16728,-36.74031,Secondary,Mount Beauty Secondary College,MOUNT BEAUTY
,145.09354,-38.1897,Secondary,Mount Eliza Secondary College,MOUNT ELIZA
,145.13231,-37.86909,Secondary,Mount Waverley Secondary College,MOUNT WAVERLEY
,145.04854,-37.9122,Secondary,McKinnon Secondary College,MCKINNON
,144.97186,-37.83589,Secondary,MacRobertson Girls High School,MELBOURNE
,145.20844,-36.0599,Secondary,Nathalia Secondary College,NATHALIA
,145.95668,-38.01694,Secondary,Neerim District Secondary College,NEERIM SOUTH
,144.3952,-38.17113,Secondary,Newcomb Secondary College,NEWCOMB
,144.98971,-37.77416,Secondary,Northcote High School,NORTHCOTE
,145.2376,-37.79975,Secondary,Norwood Secondary College,RINGWOOD
,145.44627,-36.07995,Secondary,Numurkah Secondary College,NUMURKAH
,144.36414,-38.23176,Secondary,Oberon High School,Armstrong Creek
,148.46635,-37.70411,Secondary,Orbost Secondary College,ORBOST
,142.32261,-35.06457,Pri/Sec,Ouyen P-12 College,OUYEN
,145.471,-38.069,Secondary,Pakenham Secondary College,PAKENHAM
,145.44402,-38.07827,Secondary,Edenbrook Secondary College,Pakenham
,145.0935,-37.9903,Secondary,Parkdale Secondary College,MORDIALLOC
,144.9355,-37.71756,Secondary,Pascoe Vale Girls Secondary College,OAK PARK
,144.99116,-37.85175,Secondary,Prahran High School,Windsor
,145.0064,-37.74169,Secondary,Preston High School,Preston
,144.96503,-37.78348,Secondary,Princes Hill Secondary College,PRINCES HILL
,144.76858,-37.91573,Secondary,Homestead Senior Secondary College,Point Cook
,144.55753,-38.19066,Secondary,Bellarine Secondary College,DRYSDALE
,141.9967,-35.89447,Pri/Sec,Rainbow P-12 College,Rainbow
,142.19545,-34.2988,Secondary,Red Cliffs Secondary College,RED CLIFFS
,145.23915,-37.81661,Secondary,Ringwood Secondary College,RINGWOOD
,145.0028,-37.81741,Secondary,Richmond High School,Richmond
,142.78155,-34.58889,Pri/Sec,Robinvale College,ROBINVALE
,144.6987,-36.35278,Secondary,Rochester Secondary College,ROCHESTER
,144.88745,-38.36762,Secondary,Rosebud Secondary College,ROSEBUD
,145.82134,-37.29493,Secondary,Rubicon Outdoor School,THORNTON
,146.4521,-36.06256,Secondary,Rutherglen High School,RUTHERGLEN
,144.77005,-37.91054,Pri/Sec,Saltwater P-9 College,Point Cook
,145.2362,-37.88864,Secondary,Scoresby Secondary College,SCORESBY
,144.80841,-37.74553,Secondary,St Albans Secondary College,ST ALBANS
,143.25094,-36.60955,Secondary,St Arnaud Secondary College,ST ARNAUD
,145.03417,-37.87398,Secondary,Oakwood School,CAULFIELD NORTH
,144.92664,-37.73695,Secondary,Strathmore Secondary College,STRATHMORE
,144.72867,-37.57428,Secondary,Sunbury College,Sunbury
,144.96234,-37.77182,Secondary,Sydney Road Community School,BRUNSWICK
,147.17267,-36.22044,Secondary,Tallangatta Secondary College,TALLANGATTA
,145.00194,-37.67872,Secondary,Thomastown Secondary College,THOMASTOWN
,146.1583,-38.21457,Secondary,Trafalgar High School,TRAFALGAR
,144.73391,-37.84298,Pri/Sec,Dohertys Creek P-9 College,Truganina
,144.95538,-37.79698,Secondary,University High School,PARKVILLE
,144.93033,-37.63041,Secondary,Roxburgh College,Somerton BC Somerton
,145.62393,-37.79209,Secondary,Upper Yarra Secondary College,Yarra Junction
,145.33548,-37.90436,Secondary,Upwey High School,UPWEY
,145.1997,-37.84412,Secondary,Vermont Secondary College,Vermont
,145.34741,-38.05369,Secondary,Kambrya College,BERWICK
,145.19766,-38.09529,Secondary,Carrum Downs Secondary College,CARRUM DOWNS
,146.30772,-36.3449,Secondary,Wangaratta High School,WANGARATTA
,144.88961,-37.6503,Secondary,Greenvale Secondary College,Greenvale
,145.22997,-37.8576,Secondary,Wantirna College,WANTIRNA
,142.3908,-36.25768,Secondary,Warracknabeal Secondary College,WARRACKNABEAL
,145.18422,-37.74827,Secondary,Warrandyte High School,Warrandyte
,145.16938,-37.93447,Secondary,Wellington Secondary College,MULGRAVE
,144.66874,-37.90554,Secondary,Werribee Secondary College,WERRIBEE
,147.605,-37.82871,Secondary,Bairnsdale Secondary College,BAIRNSDALE
,145.13658,-37.94031,Secondary,Westall Secondary College,CLAYTON SOUTH
,145.18174,-37.91013,Secondary,Wheelers Hill Secondary College,WHEELERS HILL
,144.89502,-37.86286,Secondary,Williamstown High School,WILLIAMSTOWN
,146.88105,-36.12561,Secondary,Wodonga Senior Secondary College,WODONGA
,146.68541,-38.56743,Secondary,Yarram Secondary College,YARRAM
,143.89228,-37.55912,Secondary,Woodmans Hill Secondary College,Bakery Hill
,145.40854,-37.21501,Secondary,Yea High School,YEA
,145.03801,-37.8857,Secondary,Glen Eira College,CAULFIELD EAST
,144.93595,-37.60875,Secondary,Craigieburn Secondary College,CRAIGIEBURN
,145.45874,-37.92427,Secondary,Emerald Secondary College,EMERALD
,145.02977,-37.72226,Secondary,Reservoir High School,RESERVOIR
,145.25988,-38.03486,Secondary,Hampton Park Secondary College,HAMPTON PARK
,144.69536,-37.87122,Secondary,Hoppers Crossing Secondary College,HOPPERS CROSSING
,144.81119,-37.71552,Secondary,Keilor Downs Secondary College,Taylors Lakes
,146.43279,-38.22879,Secondary,Kurnai College,Morwell BC
,144.58596,-37.67291,Secondary,Kurunjang Secondary College,MELTON
,147.99841,-37.87134,Secondary,Lakes Entrance Secondary College,LAKES ENTRANCE
,145.19018,-38.15929,Secondary,Elisabeth Murdoch College,LANGWARRIN
,144.70448,-37.58401,Secondary,Sunbury Downs Secondary College,SUNBURY
,145.16373,-37.84852,Secondary,Forest Hill College,BURWOOD EAST
,145.13474,-38.0835,Secondary,Patterson River Secondary College,SEAFORD
,145.13991,-37.68687,Secondary,St Helena Secondary College,ELTHAM NORTH
,142.78979,-37.06195,Secondary,Stawell Secondary College,STAWELL
,145.23709,-37.92389,Secondary,Rowville Secondary College,ROWVILLE
,145.59788,-38.61094,Secondary,Bass Coast College,WONTHAGGI
,145.02303,-37.95671,Secondary,Sandringham College,SANDRINGHAM
,144.98748,-37.78491,Secondary,Fitzroy High School,FITZROY NORTH
,145.10333,-37.86453,Secondary,Ashwood High School,ASHWOOD
,145.19016,-37.80711,Secondary,Mullauna Secondary College,MITCHAM
,145.96124,-38.47869,Secondary,Leongatha Secondary College,LEONGATHA
,145.1674,-37.67283,Secondary,Diamond Valley College,DIAMOND CREEK
,145.14829,-37.84789,Language,Blackburn English Language School,BURWOOD EAST
,144.9848,-37.80784,Language,Collingwood English Language School,COLLINGWOOD
,145.17817,-37.97117,Language,Noble Park English Language School,NOBLE PARK
,145.09125,-37.70849,Secondary,Greensborough Secondary College,GREENSBOROUGH
,142.92196,-37.286,Secondary,Ararat Secondary College,ARARAT
,145.06341,-37.66416,Secondary,Mill Park Secondary College,MILL PARK
,144.43306,-37.68563,Secondary,Bacchus Marsh College,BACCHUS MARSH
,144.67494,-37.85813,Pri/Sec,The Grange P-12 College,WERRIBEE
,144.72787,-37.71569,Secondary,Springside West Secondary College,Fraser Rise
,144.7944,-37.70741,Secondary,Taylors Lakes Secondary College,TAYLORS LAKES
,144.81382,-37.79316,Secondary,Sunshine College,SUNSHINE
,144.98147,-37.41839,Secondary,Wallan Secondary College,Wallan
,145.02521,-37.75649,Secondary,Thornbury High School,Thornbury
,141.59482,-38.35882,Secondary,Portland Secondary College,PORTLAND
,144.77243,-37.71946,Secondary,Copperfield College,DELAHEY
,144.88521,-37.8577,Pri/Sec,Bayside P-12 College,ALTONA NORTH
,145.08977,-37.92232,Secondary,South Oakleigh Secondary College,OAKLEIGH SOUTH
,143.55285,-35.33523,Secondary,Swan Hill College,SWAN HILL
,146.51949,-38.19142,Secondary,Traralgon College,TRARALGON
,145.05776,-38.21671,Secondary,Mornington Secondary College,MORNINGTON
,144.86971,-37.73971,Secondary,Essendon Keilor College,NIDDRIE
,144.95501,-37.7709,Secondary,Brunswick Secondary College,BRUNSWICK
,145.16211,-37.8781,Secondary,Glen Waverley Secondary College,Glen Waverley
,145.14772,-38.12612,Secondary,Monterey Secondary College,FRANKSTON NORTH
,142.49968,-38.37672,Secondary,Warrnambool College,Warrnambool
,145.08659,-37.7412,Secondary,Viewbank College,ROSANNA
,145.18237,-37.97021,Secondary,Noble Park Secondary College,NOBLE PARK
,142.01463,-37.73331,Secondary,Baimbridge College,HAMILTON
,145.31618,-37.78934,Secondary,Yarra Hills Secondary College,MOOROOLBARK
,145.2321,-37.83843,Secondary,Heathmont College,HEATHMONT
,142.1841,-36.71166,Secondary,Horsham College,HORSHAM
,145.01433,-37.82251,Secondary,Melbourne Girls College,RICHMOND
,144.32806,-38.12391,Secondary,Western Heights Secondary College,GEELONG
,146.28598,-38.17668,Secondary,Lowanna College,MOE
,145.12231,-37.76743,Secondary,Templestowe College,TEMPLESTOWE LOWER
,144.22755,-37.05044,Secondary,Castlemaine Secondary College,CASTLEMAINE
,145.92549,-38.1652,Secondary,Warragul Regional College,WARRAGUL
,143.83447,-37.51922,Secondary,Mount Rowan Secondary College,Wendouree
,143.35963,-36.27031,Pri/Sec,Charlton College,CHARLTON
,143.2291,-36.0757,Pri/Sec,Wycheproof P-12 College,WYCHEPROOF
,142.90994,-35.98438,Pri/Sec,Birchip P-12 School,BIRCHIP
,141.65886,-36.3326,Pri/Sec,Nhill College,NHILL
,147.06801,-38.10892,Secondary,Sale College,SALE
,145.15845,-38.14632,Secondary,McClelland Secondary College,FRANKSTON
,144.85404,-37.791,Language,Western English Language School,ROBINSON
,145.28508,-38.04973,Pri/Sec,Narre Warren South P-12 College,NARRE WARREN SOUTH
,144.41157,-38.01818,Secondary,Lara Secondary College,LARA
,141.24485,-36.38272,Pri/Sec,Kaniva College,KANIVA
,147.91076,-36.19294,Pri/Sec,Corryong College,CORRYONG
,143.72287,-37.04216,Pri/Sec,Maryborough Education Centre,Maryborough
,145.07568,-37.63494,Pri/Sec,The Lakes South Morang College,South Morang
,144.73282,-37.88672,Secondary,Point Cook Senior Secondary College,Point Cook
,144.60185,-37.87351,Pri/Sec,Manor Lakes P-12 College,Wyndham Vale
,144.9728,-37.7407,Secondary,Coburg High School,Coburg
,146.89056,-36.13084,Pri/Sec,Wodonga Middle Years College,Wodonga
,144.92133,-37.57864,Pri/Sec,Mount Ridley P-12 College,Craigieburn
,144.68041,-37.83335,Secondary,Tarneit Senior College,Tarneit
,144.73242,-36.13239,Secondary,Echuca College,ECHUCA
,145.12869,-37.91422,Secondary,John Monash Science School,Monash University
,144.81864,-37.86191,Pri/Sec,Altona College,Altona
,145.20901,-37.97942,Secondary,Dandenong High School,DANDENONG
,144.77263,-37.85617,Pri/Sec,Laverton P-12 College,Laverton
,144.91536,-37.68044,Secondary,Hume Central Secondary College,DALLAS
,143.5901,-38.3515,Secondary,Colac Secondary College,Colac
,145.33656,-38.0385,Secondary,Nossal High School,NARRE WARREN
,144.70075,-37.89385,Secondary,Suzanne Cory High School,Werribee
,145.15984,-37.96702,Secondary,Keysborough Secondary College,Springvale South
,145.26119,-38.0002,Secondary,Hallam Secondary College,Hallam
,145.27656,-37.97461,Secondary,Gleneagles Secondary College,Endeavour Hills
,145.29538,-38.00528,Secondary,Fountain Gate Secondary College,Hallam
,141.82362,-37.23958,Pri/Sec,Balmoral K-12 Community College,Balmoral
,146.72614,-36.54889,Pri/Sec,Myrtleford P-12 College,Myrtleford
,145.30872,-38.07313,Secondary,Alkira Secondary College,Narre Warren South
,145.1686,-38.22726,Secondary,Somerville Secondary College,Somerville
,144.66582,-37.83618,Primary,Tarneit Rise Primary School,Tarneit
,143.72695,-36.11022,Pri/Sec,Boort District P-12 School,Boort
,146.00667,-36.02144,Pri/Sec,Yarrawonga College P-12,Yarrawonga
,145.14112,-37.02984,Pri/Sec,Seymour College,Seymour
,142.07131,-34.16937,Pri/Sec,Merbein P-10 College,Merbein
,144.94736,-37.84479,Secondary,Albert Park College,Albert Park
,145.05865,-37.72897,Pri/Sec,Charles La Trobe P-12 College,Macleod West
,144.7949,-37.75552,Secondary,Victoria University Secondary College,St Albans
,147.72403,-37.26684,Pri/Sec,Swifts Creek P-12 School,Swifts Creek
,144.925,-37.7047,Secondary,Glenroy Secondary College,Glenroy
,144.97186,-37.70271,Secondary,John Fawkner Secondary College,Fawkner
,145.00277,-37.69667,Secondary,William Ruthven Secondary College,Reservoir
,145.02524,-37.60962,Secondary,Wollert Secondary College,Wollert
,145.08833,-37.60485,Pri/Sec,Mernda Central P-12 College,Mernda
,145.30603,-38.10494,Secondary,Cranbourne East Secondary College,Cranbourne
,144.72752,-37.90164,Pri/Sec,Featherbrook P-9 College,Point Cook
,143.83351,-37.58661,Pri/Sec,Phoenix P-12 Community College,Sebastopol
,144.35571,-38.07841,Pri/Sec,Northern Bay P-12 College,CORIO
,144.32386,-38.30419,Secondary,Surf Coast Secondary College,Torquay
,142.36603,-35.73487,Pri/Sec,Hopetoun P-12 College,Hopetoun
,145.24317,-37.98945,Pri/Sec,Doveton College,DOVETON
,145.41097,-38.07202,Secondary,Officer Secondary College,Officer
,144.73722,-37.74634,Pri/Sec,Brookside P-9 College,Caroline Springs
,144.73804,-37.73445,Pri/Sec,Creekside K-9 College,Caroline Springs
,144.74028,-37.73102,Secondary,Lakeview Senior College,Caroline Springs
,144.73867,-37.71118,Primary,Springside Primary School,Caroline Springs
,145.26202,-37.79552,Secondary,Melba Secondary College,Croydon
,145.29327,-37.8583,Pri/Sec,Boronia K-12 College,Boronia
,144.67982,-37.83745,Pri/Sec,Tarneit P-9 College,Tarneit
,145.96385,-36.55337,Pri/Sec,Benalla P-12 College,Benalla
,144.99612,-37.83615,Secondary,Centre for Higher Education Studies,South Yarra
,144.98214,-37.84883,Pri/Sec,Wesley College,MELBOURNE
,145.05464,-37.86145,Pri/Sec,Korowa Anglican Girls' School,GLEN IRIS
,145.06698,-37.69018,Secondary,Parade College,BUNDOORA
,144.95288,-37.80597,Secondary,Simonds Catholic College,WEST MELBOURNE
,144.997,-37.85936,Secondary,St Marys College Melbourne,ST KILDA
,143.83156,-37.55971,Secondary,St Patrick's College Ballarat,BALLARAT
,143.84715,-37.5644,Primary,St Patrick's School,BALLARAT WEST
,143.87401,-37.5617,Primary,St Alipius' Parish School,BALLARAT EAST
,142.47736,-38.37099,Secondary,Emmanuel College Warrnambool,WARRNAMBOOL
,143.82347,-37.55686,Secondary,Loreto College,BALLARAT
,146.08901,-37.05835,Primary,St Mary's School,MANSFIELD
,144.8814,-37.84003,Primary,Sacred Heart School,NEWPORT
,144.90089,-37.8635,Primary,St Mary's School,WILLIAMSTOWN
,145.03918,-37.81111,Pri/Sec,Ruyton Girls' School,KEW
,145.00489,-37.87738,Pri/Sec,Caulfield Grammar School,ELSTERNWICK
,144.94625,-37.7933,Primary,St Michaels Primary School,NORTH MELBOURNE
,146.32195,-36.35616,Primary,St Patrick's School,WANGARATTA
,144.99759,-37.85902,Primary,St Mary's School,ST KILDA EAST
